time_s,position,velocity,acceleration,jerk,phase,setpoint,dir
0.759000,0.52638727,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.760000,0.52738726,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.761000,0.52838725,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.762000,0.52938724,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.763000,0.53038722,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.764000,0.53138721,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.765000,0.53238720,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.766000,0.53338718,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.767000,0.53438717,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.768000,0.53538716,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.769000,0.53638715,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.770000,0.53738713,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.771000,0.53838712,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.772000,0.53938711,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.773000,0.54038709,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.774000,0.54138708,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.775000,0.54238707,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.776000,0.54338706,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.777000,0.54438704,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.778000,0.54538703,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.779000,0.54638702,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.780000,0.54738700,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.781000,0.54838699,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.782000,0.54938698,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.783000,0.55038697,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.784000,0.55138695,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.785000,0.55238694,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.786000,0.55338693,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.787000,0.55438691,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.788000,0.55538690,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.789000,0.55638689,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.790000,0.55738688,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.791000,0.55838686,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.792000,0.55938685,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.793000,0.56038684,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.794000,0.56138682,0.99999511,-0.00000751,0.00000000,4,0.78539819,1
0.795000,0.56238681,0.99999160,-0.01191175,-20.00000000,5,0.78539819,1
0.796000,0.56338680,0.99996966,-0.03191149,-20.00000000,5,0.78539819,1
0.797000,0.56438673,0.99992776,-0.05191123,-20.00000000,5,0.78539819,1
0.798000,0.56538665,0.99986583,-0.07191098,-20.00000000,5,0.78539819,1
0.799000,0.56638646,0.99978393,-0.09191072,-20.00000000,5,0.78539819,1
0.800000,0.56738615,0.99968201,-0.11191046,-20.00000000,5,0.78539819,1
0.801000,0.56838578,0.99956006,-0.13191020,-20.00000000,5,0.78539819,1
0.802000,0.56938529,0.99941814,-0.15190995,-20.00000000,5,0.78539819,1
0.803000,0.57038462,0.99925619,-0.17190969,-20.00000000,5,0.78539819,1
0.804000,0.57138383,0.99907428,-0.19190943,-20.00000000,5,0.78539819,1
0.805000,0.57238275,0.99887234,-0.21190917,-20.00000000,5,0.78539819,1
0.806000,0.57338148,0.99865043,-0.23190892,-20.00000000,5,0.78539819,1
0.807000,0.57437998,0.99840850,-0.25190866,-20.00000000,5,0.78539819,1
0.808000,0.57537824,0.99814659,-0.27190840,-20.00000000,5,0.78539819,1
0.809000,0.57637626,0.99786466,-0.29190814,-20.00000000,5,0.78539819,1
0.810000,0.57737398,0.99756277,-0.31190789,-20.00000000,5,0.78539819,1
0.811000,0.57837135,0.99724084,-0.33190763,-20.00000000,5,0.78539819,1
0.812000,0.57936841,0.99689895,-0.35190737,-20.00000000,5,0.78539819,1
0.813000,0.58036512,0.99653703,-0.37190711,-20.00000000,5,0.78539819,1
0.814000,0.58136147,0.99615514,-0.39190686,-20.00000000,5,0.78539819,1
0.815000,0.58235741,0.99575323,-0.41190660,-20.00000000,5,0.78539819,1
0.816000,0.58335298,0.99533129,-0.43190634,-20.00000000,5,0.78539819,1
0.817000,0.58434808,0.99488938,-0.45190609,-20.00000000,5,0.78539819,1
0.818000,0.58534271,0.99442744,-0.47190583,-20.00000000,5,0.78539819,1
0.819000,0.58633691,0.99394554,-0.49190557,-20.00000000,5,0.78539819,1
0.820000,0.58733058,0.99344361,-0.51190531,-20.00000000,5,0.78539819,1
0.821000,0.58832377,0.99292171,-0.53190506,-20.00000000,5,0.78539819,1
0.822000,0.58931643,0.99237978,-0.55190480,-20.00000000,5,0.78539819,1
0.823000,0.59030849,0.99181789,-0.57190454,-20.00000000,5,0.78539819,1
0.824000,0.59130001,0.99123597,-0.59190428,-20.00000000,5,0.78539819,1
0.825000,0.59229094,0.99063408,-0.61190403,-20.00000000,5,0.78539819,1
0.826000,0.59328127,0.99001217,-0.63190377,-20.00000000,5,0.78539819,1
0.827000,0.59427094,0.98937029,-0.65190351,-20.00000000,5,0.78539819,1
0.828000,0.59526002,0.98870838,-0.67190325,-20.00000000,5,0.78539819,1
0.829000,0.59624839,0.98802644,-0.69190300,-20.00000000,5,0.78539819,1
0.830000,0.59723604,0.98732454,-0.71190274,-20.00000000,5,0.78539819,1
0.831000,0.59822297,0.98660260,-0.73190248,-20.00000000,5,0.78539819,1
0.832000,0.59920919,0.98586071,-0.75190222,-20.00000000,5,0.78539819,1
0.833000,0.60019469,0.98509878,-0.77190197,-20.00000000,5,0.78539819,1
0.834000,0.60117942,0.98431689,-0.79190171,-20.00000000,5,0.78539819,1
0.835000,0.60216331,0.98351496,-0.81190145,-20.00000000,5,0.78539819,1
0.836000,0.60314637,0.98269308,-0.83190119,-20.00000000,5,0.78539819,1
0.837000,0.60412866,0.98185116,-0.85190094,-20.00000000,5,0.78539819,1
0.838000,0.60511011,0.98098928,-0.87190068,-20.00000000,5,0.78539819,1
0.839000,0.60609066,0.98010737,-0.89190042,-20.00000000,5,0.78539819,1
0.840000,0.60707033,0.97920549,-0.91190016,-20.00000000,5,0.78539819,1
0.841000,0.60804904,0.97828358,-0.93189991,-20.00000000,5,0.78539819,1
0.842000,0.60902685,0.97734171,-0.95189965,-20.00000000,5,0.78539819,1
0.843000,0.61000371,0.97637981,-0.97189939,-20.00000000,5,0.78539819,1
0.844000,0.61097962,0.97539788,-0.99189913,-20.00000000,5,0.78539819,1
0.845000,0.61195451,0.97439599,-1.01189888,-20.00000000,5,0.78539819,1
0.846000,0.61292839,0.97337407,-1.03189862,-20.00000000,5,0.78539819,1
0.847000,0.61390120,0.97233218,-1.05189836,-20.00000000,5,0.78539819,1
0.848000,0.61487299,0.97127026,-1.07189810,-20.00000000,5,0.78539819,1
0.849000,0.61584371,0.97018838,-1.09189785,-20.00000000,5,0.78539819,1
0.850000,0.61681336,0.96908647,-1.11189759,-20.00000000,5,0.78539819,1
0.851000,0.61778188,0.96796459,-1.13189733,-20.00000000,5,0.78539819,1
0.852000,0.61874932,0.96682268,-1.15189707,-20.00000000,5,0.78539819,1
0.853000,0.61971551,0.96566081,-1.17189682,-20.00000000,5,0.78539819,1
0.854000,0.62068057,0.96447891,-1.19189656,-20.00000000,5,0.78539819,1
0.855000,0.62164444,0.96327704,-1.21189630,-20.00000000,5,0.78539819,1
0.856000,0.62260711,0.96205515,-1.23189604,-20.00000000,5,0.78539819,1
0.857000,0.62356853,0.96081322,-1.25189579,-20.00000000,5,0.78539819,1
0.858000,0.62452871,0.95955133,-1.27189553,-20.00000000,5,0.78539819,1
0.859000,0.62548757,0.95826942,-1.29189527,-20.00000000,5,0.78539819,1
0.860000,0.62644517,0.95696753,-1.31189501,-20.00000000,5,0.78539819,1
0.861000,0.62740147,0.95564562,-1.33189476,-20.00000000,5,0.78539819,1
0.862000,0.62835646,0.95430374,-1.35189450,-20.00000000,5,0.78539819,1
0.863000,0.62931007,0.95294183,-1.37189424,-20.00000000,5,0.78539819,1
0.864000,0.63026232,0.95155996,-1.39189398,-20.00000000,5,0.78539819,1
0.865000,0.63121313,0.95015806,-1.41189373,-20.00000000,5,0.78539819,1
0.866000,0.63216257,0.94873619,-1.43189347,-20.00000000,5,0.78539819,1
0.867000,0.63311058,0.94729429,-1.45189321,-20.00000000,5,0.78539819,1
0.868000,0.63405716,0.94583243,-1.47189295,-20.00000000,5,0.78539819,1
0.869000,0.63500226,0.94435054,-1.49189270,-20.00000000,5,0.78539819,1
0.870000,0.63594580,0.94284868,-1.51189244,-20.00000000,5,0.78539819,1
0.871000,0.63688785,0.94132680,-1.53189218,-20.00000000,5,0.78539819,1
0.872000,0.63782841,0.93978488,-1.55189192,-20.00000000,5,0.78539819,1
0.873000,0.63876742,0.93822300,-1.57189167,-20.00000000,5,0.78539819,1
0.874000,0.63970488,0.93664110,-1.59189141,-20.00000000,5,0.78539819,1
0.875000,0.64064074,0.93503922,-1.61189115,-20.00000000,5,0.78539819,1
0.876000,0.64157492,0.93341732,-1.63189089,-20.00000000,5,0.78539819,1
0.877000,0.64250749,0.93177545,-1.65189064,-20.00000000,5,0.78539819,1
0.878000,0.64343840,0.93011355,-1.67189038,-20.00000000,5,0.78539819,1
0.879000,0.64436769,0.92843169,-1.69189012,-20.00000000,5,0.78539819,1
0.880000,0.64529526,0.92672980,-1.71188986,-20.00000000,5,0.78539819,1
0.881000,0.64622116,0.92500794,-1.73188961,-20.00000000,5,0.78539819,1
0.882000,0.64714527,0.92326605,-1.75188935,-20.00000000,5,0.78539819,1
0.883000,0.64806765,0.92150420,-1.77188909,-20.00000000,5,0.78539819,1
0.884000,0.64898825,0.91972232,-1.79188883,-20.00000000,5,0.78539819,1
0.885000,0.64990705,0.91792041,-1.81188858,-20.00000000,5,0.78539819,1
0.886000,0.65082407,0.91609854,-1.83188832,-20.00000000,5,0.78539819,1
0.887000,0.65173924,0.91425663,-1.85188806,-20.00000000,5,0.78539819,1
0.888000,0.65265250,0.91239476,-1.87188780,-20.00000000,5,0.78539819,1
0.889000,0.65356392,0.91051286,-1.89188755,-20.00000000,5,0.78539819,1
0.890000,0.65447348,0.90861100,-1.91188729,-20.00000000,5,0.78539819,1
0.891000,0.65538114,0.90668911,-1.93188703,-20.00000000,5,0.78539819,1
0.892000,0.65628690,0.90474725,-1.95188677,-20.00000000,5,0.78539819,1
0.893000,0.65719068,0.90278536,-1.97188652,-20.00000000,5,0.78539819,1
0.894000,0.65809244,0.90080351,-1.99188626,-20.00000000,5,0.78539819,1
0.895000,0.65899223,0.89880162,-2.01188612,-20.00000000,5,0.78539819,1
0.896000,0.65989000,0.89677978,-2.03188586,-20.00000000,5,0.78539819,1
0.897000,0.66078573,0.89473790,-2.05188560,-20.00000000,5,0.78539819,1
0.898000,0.66167945,0.89267606,-2.07188535,-20.00000000,5,0.78539819,1
0.899000,0.66257107,0.89059418,-2.09188509,-20.00000000,5,0.78539819,1
0.900000,0.66346055,0.88849229,-2.11188483,-20.00000000,5,0.78539819,1
0.901000,0.66434795,0.88637042,-2.13188457,-20.00000000,5,0.78539819,1
0.902000,0.66523325,0.88422853,-2.15188432,-20.00000000,5,0.78539819,1
0.903000,0.66611642,0.88206667,-2.17188406,-20.00000000,5,0.78539819,1
0.904000,0.66699737,0.87988478,-2.19188380,-20.00000000,5,0.78539819,1
0.905000,0.66787618,0.87768292,-2.21188354,-20.00000000,5,0.78539819,1
0.906000,0.66875273,0.87546104,-2.23188329,-20.00000000,5,0.78539819,1
0.907000,0.66962707,0.87321919,-2.25188303,-20.00000000,5,0.78539819,1
0.908000,0.67049915,0.87095731,-2.27188277,-20.00000000,5,0.78539819,1
0.909000,0.67136896,0.86867547,-2.29188251,-20.00000000,5,0.78539819,1
0.910000,0.67223650,0.86637360,-2.31188226,-20.00000000,5,0.78539819,1
0.911000,0.67310172,0.86405176,-2.33188200,-20.00000000,5,0.78539819,1
0.912000,0.67396456,0.86170989,-2.35188174,-20.00000000,5,0.78539819,1
0.913000,0.67482507,0.85934800,-2.37188148,-20.00000000,5,0.78539819,1
0.914000,0.67568320,0.85696614,-2.39188123,-20.00000000,5,0.78539819,1
0.915000,0.67653894,0.85456425,-2.41188097,-20.00000000,5,0.78539819,1
0.916000,0.67739230,0.85214239,-2.43188071,-20.00000000,5,0.78539819,1
0.917000,0.67824322,0.84970051,-2.45188046,-20.00000000,5,0.78539819,1
0.918000,0.67909163,0.84723866,-2.47188020,-20.00000000,5,0.78539819,1
0.919000,0.67993760,0.84475678,-2.49187994,-20.00000000,5,0.78539819,1
0.920000,0.68078107,0.84225494,-2.51187968,-20.00000000,5,0.78539819,1
0.921000,0.68162209,0.83973306,-2.53187943,-20.00000000,5,0.78539819,1
0.922000,0.68246055,0.83719122,-2.55187917,-20.00000000,5,0.78539819,1
0.923000,0.68329650,0.83462936,-2.57187891,-20.00000000,5,0.78539819,1
0.924000,0.68412983,0.83204752,-2.59187865,-20.00000000,5,0.78539819,1
0.925000,0.68496054,0.82944566,-2.61187840,-20.00000000,5,0.78539819,1
0.926000,0.68578869,0.82682383,-2.63187814,-20.00000000,5,0.78539819,1
0.927000,0.68661422,0.82418197,-2.65187788,-20.00000000,5,0.78539819,1
0.928000,0.68743706,0.82152009,-2.67187762,-20.00000000,5,0.78539819,1
0.929000,0.68825728,0.81883824,-2.69187737,-20.00000000,5,0.78539819,1
0.930000,0.68907475,0.81613636,-2.71187711,-20.00000000,5,0.78539819,1
0.931000,0.68988949,0.81341451,-2.73187685,-20.00000000,5,0.78539819,1
0.932000,0.69070154,0.81067264,-2.75187659,-20.00000000,5,0.78539819,1
0.933000,0.69151086,0.80791080,-2.77187634,-20.00000000,5,0.78539819,1
0.934000,0.69231737,0.80512893,-2.79187608,-20.00000000,5,0.78539819,1
0.935000,0.69312114,0.80232710,-2.81187582,-20.00000000,5,0.78539819,1
0.936000,0.69392204,0.79950523,-2.83187556,-20.00000000,5,0.78539819,1
0.937000,0.69472009,0.79666340,-2.85187531,-20.00000000,5,0.78539819,1
0.938000,0.69551533,0.79380155,-2.87187505,-20.00000000,5,0.78539819,1
0.939000,0.69630772,0.79091972,-2.89187479,-20.00000000,5,0.78539819,1
0.940000,0.69709718,0.78801787,-2.91187453,-20.00000000,5,0.78539819,1
0.941000,0.69788378,0.78509599,-2.93187428,-20.00000000,5,0.78539819,1
0.942000,0.69866741,0.78215414,-2.95187402,-20.00000000,5,0.78539819,1
0.943000,0.69944805,0.77919227,-2.97187376,-20.00000000,5,0.78539819,1
0.944000,0.70022577,0.77621043,-2.99187350,-20.00000000,5,0.78539819,1
0.945000,0.70100045,0.77320856,-3.01187325,-20.00000000,5,0.78539819,1
0.946000,0.70177215,0.77018672,-3.03187299,-20.00000000,5,0.78539819,1
0.947000,0.70254081,0.76714486,-3.05187273,-20.00000000,5,0.78539819,1
0.948000,0.70330638,0.76408303,-3.07187247,-20.00000000,5,0.78539819,1
0.949000,0.70406890,0.76100117,-3.09187222,-20.00000000,5,0.78539819,1
0.950000,0.70482832,0.75789934,-3.11187196,-20.00000000,5,0.78539819,1
0.951000,0.70558465,0.75477749,-3.13187170,-20.00000000,5,0.78539819,1
0.952000,0.70633787,0.75163567,-3.15187144,-20.00000000,5,0.78539819,1
0.953000,0.70708793,0.74847382,-3.17187119,-20.00000000,5,0.78539819,1
0.954000,0.70783478,0.74529201,-3.19187093,-20.00000000,5,0.78539819,1
0.955000,0.70857847,0.74209017,-3.21187067,-20.00000000,5,0.78539819,1
0.956000,0.70931894,0.73886830,-3.23187041,-20.00000000,5,0.78539819,1
0.957000,0.71005619,0.73562646,-3.25187016,-20.00000000,5,0.78539819,1
0.958000,0.71079022,0.73236459,-3.27186990,-20.00000000,5,0.78539819,1
0.959000,0.71152097,0.72908276,-3.29186964,-20.00000000,5,0.78539819,1
0.960000,0.71224838,0.72578090,-3.31186938,-20.00000000,5,0.78539819,1
0.961000,0.71297246,0.72245908,-3.33186913,-20.00000000,5,0.78539819,1
0.962000,0.71369326,0.71911722,-3.35186887,-20.00000000,5,0.78539819,1
0.963000,0.71441072,0.71575540,-3.37186861,-20.00000000,5,0.78539819,1
0.964000,0.71512479,0.71237355,-3.39186835,-20.00000000,5,0.78539819,1
0.965000,0.71583545,0.70897174,-3.41186810,-20.00000000,5,0.78539819,1
0.966000,0.71654266,0.70554990,-3.43186784,-20.00000000,5,0.78539819,1
0.967000,0.71724647,0.70210809,-3.45186758,-20.00000000,5,0.78539819,1
0.968000,0.71794683,0.69864625,-3.47186732,-20.00000000,5,0.78539819,1
0.969000,0.71864372,0.69516438,-3.49186707,-20.00000000,5,0.78539819,1
0.970000,0.71933717,0.69166255,-3.51186681,-20.00000000,5,0.78539819,1
0.971000,0.72002709,0.68814069,-3.53186655,-20.00000000,5,0.78539819,1
0.972000,0.72071344,0.68459886,-3.55186629,-20.00000000,5,0.78539819,1
0.973000,0.72139627,0.68103701,-3.57186604,-20.00000000,5,0.78539819,1
0.974000,0.72207552,0.67745519,-3.59186578,-20.00000000,5,0.78539819,1
0.975000,0.72275120,0.67385334,-3.61186552,-20.00000000,5,0.78539819,1
0.976000,0.72342324,0.67023152,-3.63186526,-20.00000000,5,0.78539819,1
0.977000,0.72409165,0.66658968,-3.65186501,-20.00000000,5,0.78539819,1
0.978000,0.72475636,0.66292787,-3.67186475,-20.00000000,5,0.78539819,1
0.979000,0.72541744,0.65924603,-3.69186449,-20.00000000,5,0.78539819,1
0.980000,0.72607481,0.65554422,-3.71186423,-20.00000000,5,0.78539819,1
0.981000,0.72672850,0.65182239,-3.73186398,-20.00000000,5,0.78539819,1
0.982000,0.72737849,0.64808059,-3.75186372,-20.00000000,5,0.78539819,1
0.983000,0.72802472,0.64431876,-3.77186346,-20.00000000,5,0.78539819,1
0.984000,0.72866714,0.64053690,-3.79186320,-20.00000000,5,0.78539819,1
0.985000,0.72930574,0.63673508,-3.81186295,-20.00000000,5,0.78539819,1
0.986000,0.72994059,0.63291323,-3.83186269,-20.00000000,5,0.78539819,1
0.987000,0.73057157,0.62907141,-3.85186243,-20.00000000,5,0.78539819,1
0.988000,0.73119873,0.62520957,-3.87186217,-20.00000000,5,0.78539819,1
0.989000,0.73182201,0.62132776,-3.89186192,-20.00000000,5,0.78539819,1
0.990000,0.73244137,0.61742592,-3.91186166,-20.00000000,5,0.78539819,1
0.991000,0.73305684,0.61350411,-3.93186140,-20.00000000,5,0.78539819,1
0.992000,0.73366839,0.60956228,-3.95186114,-20.00000000,5,0.78539819,1
0.993000,0.73427600,0.60560048,-3.97186089,-20.00000000,5,0.78539819,1
0.994000,0.73487961,0.60161865,-3.99186063,-20.00000000,5,0.78539819,1
0.995000,0.73547924,0.59761685,-4.01186037,-20.00000000,5,0.78539819,1
0.996000,0.73607481,0.59359503,-4.03186035,-20.00000000,5,0.78539819,1
0.997000,0.73666638,0.58955318,-4.05185986,-20.00000000,5,0.78539819,1
0.998000,0.73725390,0.58549136,-4.07185936,-20.00000000,5,0.78539819,1
0.999000,0.73783737,0.58140951,-4.09185886,-20.00000000,5,0.78539819,1
1.000000,0.73841673,0.57730770,-4.11185837,-20.00000000,5,0.78539819,1
1.001000,0.73899198,0.57318586,-4.13185787,-20.00000000,5,0.78539819,1
1.002000,0.73956305,0.56904405,-4.15185738,-20.00000000,5,0.78539819,1
1.003000,0.74013001,0.56488222,-4.17185688,-20.00000000,5,0.78539819,1
1.004000,0.74069279,0.56070042,-4.19185638,-20.00000000,5,0.78539819,1
1.005000,0.74125141,0.55649859,-4.21185589,-20.00000000,5,0.78539819,1
1.006000,0.74180579,0.55227679,-4.23185539,-20.00000000,5,0.78539819,1
1.007000,0.74235600,0.54803497,-4.25185490,-20.00000000,5,0.78539819,1
1.008000,0.74290186,0.54377317,-4.27185440,-20.00000000,5,0.78539819,1
1.009000,0.74344349,0.53949136,-4.29185390,-20.00000000,5,0.78539819,1
1.010000,0.74398088,0.53518927,-4.31185484,-20.00000000,5,0.78539819,1
1.011000,0.74451393,0.53086722,-4.33185577,-20.00000000,5,0.78539819,1
1.012000,0.74504268,0.52652514,-4.35185671,-20.00000000,5,0.78539819,1
1.013000,0.74556702,0.52216309,-4.37185764,-20.00000000,5,0.78539819,1
1.014000,0.74608701,0.51778102,-4.39185858,-20.00000000,5,0.78539819,1
1.015000,0.74660259,0.51337892,-4.41185951,-20.00000000,5,0.78539819,1
1.016000,0.74711376,0.50895685,-4.43186045,-20.00000000,5,0.78539819,1
1.017000,0.74762052,0.50451475,-4.45186138,-20.00000000,5,0.78539819,1
1.018000,0.74812287,0.50005269,-4.47186232,-20.00000000,5,0.78539819,1
1.019000,0.74862075,0.49559006,-4.45241928,20.00000000,7,0.78539819,1
1.020000,0.74911416,0.49114746,-4.43241835,20.00000000,7,0.78539819,1
1.021000,0.74960309,0.48672485,-4.41241741,20.00000000,7,0.78539819,1
1.022000,0.75008762,0.48232225,-4.39241648,20.00000000,7,0.78539819,1
1.023000,0.75056773,0.47793964,-4.37241554,20.00000000,7,0.78539819,1
1.024000,0.75104350,0.47357702,-4.35241461,20.00000000,7,0.78539819,1
1.025000,0.75151491,0.46923441,-4.33241367,20.00000000,7,0.78539819,1
1.026000,0.75198203,0.46491182,-4.31241274,20.00000000,7,0.78539819,1
1.027000,0.75244480,0.46060923,-4.29241180,20.00000000,7,0.78539819,1
1.028000,0.75290328,0.45632663,-4.27241087,20.00000000,7,0.78539819,1
1.029000,0.75335747,0.45206404,-4.25240993,20.00000000,7,0.78539819,1
1.030000,0.75380743,0.44782144,-4.23240900,20.00000000,7,0.78539819,1
1.031000,0.75425315,0.44359884,-4.21240807,20.00000000,7,0.78539819,1
1.032000,0.75469470,0.43939623,-4.19240713,20.00000000,7,0.78539819,1
1.033000,0.75513202,0.43521366,-4.17240620,20.00000000,7,0.78539819,1
1.034000,0.75556517,0.43105108,-4.15240526,20.00000000,7,0.78539819,1
1.035000,0.75599414,0.42690849,-4.13240433,20.00000000,7,0.78539819,1
1.036000,0.75641900,0.42278591,-4.11240339,20.00000000,7,0.78539819,1
1.037000,0.75683975,0.41868332,-4.09240246,20.00000000,7,0.78539819,1
1.038000,0.75725645,0.41460073,-4.07240152,20.00000000,7,0.78539819,1
1.039000,0.75766903,0.41053814,-4.05240059,20.00000000,7,0.78539819,1
1.040000,0.75807756,0.40649557,-4.03239965,20.00000000,7,0.78539819,1
1.041000,0.75848204,0.40247300,-4.01239872,20.00000000,7,0.78539819,1
1.042000,0.75888252,0.39847043,-3.99239779,20.00000000,7,0.78539819,1
1.043000,0.75927907,0.39448786,-3.97239685,20.00000000,7,0.78539819,1
1.044000,0.75967163,0.39052528,-3.95239592,20.00000000,7,0.78539819,1
1.045000,0.76006019,0.38658270,-3.93239498,20.00000000,7,0.78539819,1
1.046000,0.76044482,0.38266015,-3.91239405,20.00000000,7,0.78539819,1
1.047000,0.76082551,0.37875760,-3.89239311,20.00000000,7,0.78539819,1
1.048000,0.76120234,0.37487504,-3.87239218,20.00000000,7,0.78539819,1
1.049000,0.76157534,0.37101248,-3.85239124,20.00000000,7,0.78539819,1
1.050000,0.76194447,0.36716992,-3.83239031,20.00000000,7,0.78539819,1
1.051000,0.76230973,0.36334735,-3.81238937,20.00000000,7,0.78539819,1
1.052000,0.76267117,0.35954478,-3.79238844,20.00000000,7,0.78539819,1
1.053000,0.76302880,0.35576224,-3.77238750,20.00000000,7,0.78539819,1
1.054000,0.76338267,0.35199970,-3.75238657,20.00000000,7,0.78539819,1
1.055000,0.76373285,0.34825715,-3.73238564,20.00000000,7,0.78539819,1
1.056000,0.76407927,0.34453461,-3.71238470,20.00000000,7,0.78539819,1
1.057000,0.76442200,0.34083205,-3.69238377,20.00000000,7,0.78539819,1
1.058000,0.76476097,0.33714950,-3.67238283,20.00000000,7,0.78539819,1
1.059000,0.76509631,0.33348697,-3.65238190,20.00000000,7,0.78539819,1
1.060000,0.76542795,0.32984444,-3.63238096,20.00000000,7,0.78539819,1
1.061000,0.76575601,0.32622191,-3.61238003,20.00000000,7,0.78539819,1
1.062000,0.76608044,0.32261938,-3.59237909,20.00000000,7,0.78539819,1
1.063000,0.76640129,0.31903684,-3.57237816,20.00000000,7,0.78539819,1
1.064000,0.76671857,0.31547430,-3.55237722,20.00000000,7,0.78539819,1
1.065000,0.76703227,0.31193176,-3.53237629,20.00000000,7,0.78539819,1
1.066000,0.76734245,0.30840924,-3.51237535,20.00000000,7,0.78539819,1
1.067000,0.76764911,0.30490673,-3.49237442,20.00000000,7,0.78539819,1
1.068000,0.76795232,0.30142421,-3.47237349,20.00000000,7,0.78539819,1
1.069000,0.76825202,0.29796168,-3.45237255,20.00000000,7,0.78539819,1
1.070000,0.76854825,0.29451916,-3.43237162,20.00000000,7,0.78539819,1
1.071000,0.76884103,0.29109663,-3.41237068,20.00000000,7,0.78539819,1
1.072000,0.76913041,0.28769410,-3.39236975,20.00000000,7,0.78539819,1
1.073000,0.76941645,0.28431159,-3.37236881,20.00000000,7,0.78539819,1
1.074000,0.76969910,0.28094909,-3.35236788,20.00000000,7,0.78539819,1
1.075000,0.76997840,0.27760658,-3.33236694,20.00000000,7,0.78539819,1
1.076000,0.77025437,0.27428406,-3.31236601,20.00000000,7,0.78539819,1
1.077000,0.77052701,0.27098155,-3.29236507,20.00000000,7,0.78539819,1
1.078000,0.77079636,0.26769903,-3.27236414,20.00000000,7,0.78539819,1
1.079000,0.77106243,0.26443654,-3.25236320,20.00000000,7,0.78539819,1
1.080000,0.77132529,0.26119405,-3.23236227,20.00000000,7,0.78539819,1
1.081000,0.77158487,0.25797155,-3.21236134,20.00000000,7,0.78539819,1
1.082000,0.77184123,0.25476906,-3.19236040,20.00000000,7,0.78539819,1
1.083000,0.77209443,0.25158656,-3.17235947,20.00000000,7,0.78539819,1
1.084000,0.77234441,0.24842405,-3.15235853,20.00000000,7,0.78539819,1
1.085000,0.77259129,0.24528155,-3.13235760,20.00000000,7,0.78539819,1
1.086000,0.77283502,0.24215904,-3.11235666,20.00000000,7,0.78539819,1
1.087000,0.77307564,0.23905654,-3.09235573,20.00000000,7,0.78539819,1
1.088000,0.77331316,0.23597404,-3.07235479,20.00000000,7,0.78539819,1
1.089000,0.77354759,0.23291154,-3.05235386,20.00000000,7,0.78539819,1
1.090000,0.77377898,0.22986904,-3.03235292,20.00000000,7,0.78539819,1
1.091000,0.77400738,0.22684655,-3.01235199,20.00000000,7,0.78539819,1
1.092000,0.77423275,0.22384405,-2.99235106,20.00000000,7,0.78539819,1
1.093000,0.77445513,0.22086155,-2.97235012,20.00000000,7,0.78539819,1
1.094000,0.77467453,0.21789907,-2.95234919,20.00000000,7,0.78539819,1
1.095000,0.77489096,0.21495658,-2.93234825,20.00000000,7,0.78539819,1
1.096000,0.77510446,0.21203409,-2.91234732,20.00000000,7,0.78539819,1
1.097000,0.77531511,0.20913161,-2.89234638,20.00000000,7,0.78539819,1
1.098000,0.77552283,0.20624913,-2.87234545,20.00000000,7,0.78539819,1
1.099000,0.77572763,0.20338665,-2.85234451,20.00000000,7,0.78539819,1
1.100000,0.77592957,0.20054416,-2.83234358,20.00000000,7,0.78539819,1
1.101000,0.77612871,0.19772169,-2.81234264,20.00000000,7,0.78539819,1
