t_s,target_rad,theta,omega,accel,jerk,isExec,cruiseN,skipAccel
1.656000,0.6981317,0.0403536,0.0744056,0.0738060,0.0830839,1,0,0
1.657000,0.6981317,0.0404284,0.0744793,0.0737678,0.0830839,1,0,0
1.658000,0.6981317,0.0405034,0.0745532,0.0737903,0.0830839,1,0,0
1.659000,0.6981317,0.0405784,0.0746271,0.0738463,0.0830839,1,0,0
1.660000,0.6981317,0.0406534,0.0747012,0.0739167,0.0830839,1,0,0
1.661000,0.6981317,0.0407286,0.0747747,0.0737693,0.0830839,1,0,0
1.662000,0.6981317,0.0408038,0.0748483,0.0737310,0.0830839,1,0,0
1.663000,0.6981317,0.0408791,0.0749221,0.0737533,0.0830839,1,0,0
1.664000,0.6981317,0.0409544,0.0749961,0.0738137,0.0830839,1,0,0
1.665000,0.6981317,0.0410299,0.0750701,0.0738872,0.0830839,1,0,0
1.666000,0.6981317,0.0411054,0.0751435,0.0737420,0.0830839,1,0,0
1.667000,0.6981317,0.0411810,0.0752171,0.0737074,0.0830839,1,0,0
1.668000,0.6981317,0.0412566,0.0752909,0.0737368,0.0830839,1,0,0
1.669000,0.6981317,0.0413324,0.0753649,0.0737976,0.0830839,1,0,0
1.670000,0.6981317,0.0414082,0.0754389,0.0738760,0.0830839,1,0,0
1.671000,0.6981317,0.0414841,0.0755123,0.0737341,0.0830839,1,0,0
1.672000,0.6981317,0.0415600,0.0755860,0.0736996,0.0830839,1,0,0
1.673000,0.6981317,0.0416360,0.0756598,0.0737291,0.0830839,1,0,0
1.674000,0.6981317,0.0417121,0.0757337,0.0737923,0.0830839,1,0,0
1.675000,0.6981317,0.0417883,0.0758078,0.0738700,0.0830839,1,0,0
1.676000,0.6981317,0.0418646,0.0758812,0.0737277,0.0830839,1,0,0
1.677000,0.6981317,0.0419409,0.0759548,0.0736951,0.0830839,1,0,0
1.678000,0.6981317,0.0420173,0.0760286,0.0737260,0.0830839,1,0,0
1.679000,0.6981317,0.0420938,0.0761025,0.0737901,0.0830839,1,0,0
1.680000,0.6981317,0.0421703,0.0761766,0.0738684,0.0830839,1,0,0
1.681000,0.6981317,0.0422469,0.0762500,0.0737266,0.0830839,1,0,0
1.682000,0.6981317,0.0423236,0.0763236,0.0736944,0.0830839,1,0,0
1.683000,0.6981317,0.0424004,0.0763974,0.0737255,0.0830839,1,0,0
1.684000,0.6981317,0.0424772,0.0764713,0.0737897,0.0830839,1,0,0
1.685000,0.6981317,0.0425541,0.0765454,0.0738682,0.0830839,1,0,0
1.686000,0.6981317,0.0426311,0.0766188,0.0737264,0.0830839,1,0,0
1.687000,0.6981317,0.0427082,0.0766924,0.0736942,0.0830839,1,0,0
1.688000,0.6981317,0.0427853,0.0767662,0.0737254,0.0830839,1,0,0
1.689000,0.6981317,0.0428625,0.0768401,0.0737896,0.0830839,1,0,0
1.690000,0.6981317,0.0429398,0.0769142,0.0738681,0.0830839,1,0,0
1.691000,0.6981317,0.0430172,0.0769876,0.0737264,0.0830839,1,0,0
1.692000,0.6981317,0.0430946,0.0770612,0.0736942,0.0830839,1,0,0
1.693000,0.6981317,0.0431721,0.0771350,0.0737254,0.0830839,1,0,0
1.694000,0.6981317,0.0432497,0.0772089,0.0737896,0.0830839,1,0,0
1.695000,0.6981317,0.0433273,0.0772830,0.0738681,0.0830839,1,0,0
1.696000,0.6981317,0.0434051,0.0773564,0.0737264,0.0830839,1,0,0
1.697000,0.6981317,0.0434829,0.0774300,0.0736942,0.0830839,1,0,0
1.698000,0.6981317,0.0435607,0.0775038,0.0737254,0.0830839,1,0,0
1.699000,0.6981317,0.0436387,0.0775777,0.0737896,0.0830839,1,0,0
1.700000,0.6981317,0.0437167,0.0776518,0.0738681,0.0830839,1,0,0
1.701000,0.6981317,0.0437948,0.0777252,0.0737264,0.0830839,1,0,0
1.702000,0.6981317,0.0438730,0.0777988,0.0736942,0.0830839,1,0,0
1.703000,0.6981317,0.0439512,0.0778726,0.0737254,0.0830839,1,0,0
1.704000,0.6981317,0.0440295,0.0779465,0.0737896,0.0830839,1,0,0
1.705000,0.6981317,0.0441079,0.0780206,0.0738681,0.0830839,1,0,0
1.706000,0.6981317,0.0441864,0.0780947,0.0739499,0.0830839,1,0,0
1.707000,0.6981317,0.0442649,0.0781682,0.0738060,0.0830839,1,0,0
1.708000,0.6981317,0.0443435,0.0782419,0.0737678,0.0830839,1,0,0
1.709000,0.6981317,0.0444222,0.0783157,0.0737903,0.0830839,1,0,0
1.710000,0.6981317,0.0445010,0.0783897,0.0738463,0.0830839,1,0,0
1.711000,0.6981317,0.0445798,0.0784638,0.0739167,0.0830839,1,0,0
1.712000,0.6981317,0.0446587,0.0785372,0.0737671,0.0830839,1,0,0
1.713000,0.6981317,0.0447377,0.0786108,0.0737294,0.0830839,1,0,0
1.714000,0.6981317,0.0448167,0.0786846,0.0737545,0.0830839,1,0,0
1.715000,0.6981317,0.0448959,0.0787586,0.0738122,0.0830839,1,0,0
1.716000,0.6981317,0.0449751,0.0788326,0.0738862,0.0830839,1,0,0
1.717000,0.6981317,0.0450543,0.0789061,0.0737413,0.0830839,1,0,0
1.718000,0.6981317,0.0451337,0.0789797,0.0737069,0.0830839,1,0,0
1.719000,0.6981317,0.0452131,0.0790535,0.0737365,0.0830839,1,0,0
1.720000,0.6981317,0.0452926,0.0791274,0.0737974,0.0830839,1,0,0
1.721000,0.6981317,0.0453722,0.0792015,0.0738758,0.0830839,1,0,0
1.722000,0.6981317,0.0454518,0.0792749,0.0737340,0.0830839,1,0,0
1.723000,0.6981317,0.0455315,0.0793485,0.0736996,0.0830839,1,0,0
1.724000,0.6981317,0.0456113,0.0794223,0.0737291,0.0830839,1,0,0
1.725000,0.6981317,0.0456912,0.0794962,0.0737922,0.0830839,1,0,0
1.726000,0.6981317,0.0457711,0.0795703,0.0738700,0.0830839,1,0,0
1.727000,0.6981317,0.0458511,0.0796437,0.0737277,0.0830839,1,0,0
1.728000,0.6981317,0.0459312,0.0797173,0.0736951,0.0830839,1,0,0
1.729000,0.6981317,0.0460114,0.0797911,0.0737260,0.0830839,1,0,0
1.730000,0.6981317,0.0460916,0.0798650,0.0737901,0.0830839,1,0,0
1.731000,0.6981317,0.0461719,0.0799391,0.0738684,0.0830839,1,0,0
1.732000,0.6981317,0.0462523,0.0800125,0.0737266,0.0830839,1,0,0
1.733000,0.6981317,0.0463328,0.0800861,0.0736944,0.0830839,1,0,0
1.734000,0.6981317,0.0464133,0.0801599,0.0737255,0.0830839,1,0,0
1.735000,0.6981317,0.0464939,0.0802338,0.0737897,0.0830839,1,0,0
1.736000,0.6981317,0.0465746,0.0803079,0.0738682,0.0830839,1,0,0
1.737000,0.6981317,0.0466553,0.0803813,0.0737264,0.0830839,1,0,0
1.738000,0.6981317,0.0467362,0.0804549,0.0736942,0.0830839,1,0,0
1.739000,0.6981317,0.0468170,0.0805287,0.0737254,0.0830839,1,0,0
1.740000,0.6981317,0.0468980,0.0806027,0.0737896,0.0830839,1,0,0
1.741000,0.6981317,0.0469791,0.0806767,0.0738681,0.0830839,1,0,0
1.742000,0.6981317,0.0470602,0.0807501,0.0737264,0.0830839,1,0,0
1.743000,0.6981317,0.0471414,0.0808237,0.0736942,0.0830839,1,0,0
1.744000,0.6981317,0.0472226,0.0808975,0.0737254,0.0830839,1,0,0
1.745000,0.6981317,0.0473040,0.0809715,0.0737896,0.0830839,1,0,0
1.746000,0.6981317,0.0473854,0.0810455,0.0738681,0.0830839,1,0,0
1.747000,0.6981317,0.0474669,0.0811189,0.0737264,0.0830839,1,0,0
1.748000,0.6981317,0.0475484,0.0811925,0.0736942,0.0830839,1,0,0
1.749000,0.6981317,0.0476301,0.0812663,0.0737254,0.0830839,1,0,0
1.750000,0.6981317,0.0477118,0.0813403,0.0737896,0.0830839,1,0,0
1.751000,0.6981317,0.0477936,0.0814143,0.0738681,0.0830839,1,0,0
1.752000,0.6981317,0.0478754,0.0814877,0.0737264,0.0830839,1,0,0
1.753000,0.6981317,0.0479574,0.0815613,0.0736942,0.0830839,1,0,0
1.754000,0.6981317,0.0480394,0.0816351,0.0737254,0.0830839,1,0,0
1.755000,0.6981317,0.0481214,0.0817091,0.0737896,0.0830839,1,0,0
1.756000,0.6981317,0.0482036,0.0817831,0.0738681,0.0830839,1,0,0
1.757000,0.6981317,0.0482858,0.0818573,0.0739499,0.0830839,1,0,0
1.758000,0.6981317,0.0483681,0.0819307,0.0738060,0.0830839,1,0,0
1.759000,0.6981317,0.0484505,0.0820044,0.0737678,0.0830839,1,0,0
1.760000,0.6981317,0.0485329,0.0820782,0.0737903,0.0830839,1,0,0
1.761000,0.6981317,0.0486155,0.0821522,0.0738463,0.0830839,1,0,0
1.762000,0.6981317,0.0486981,0.0822263,0.0739167,0.0830839,1,0,0
1.763000,0.6981317,0.0487807,0.0822997,0.0737693,0.0830839,1,0,0
1.764000,0.6981317,0.0488635,0.0823734,0.0737310,0.0830839,1,0,0
1.765000,0.6981317,0.0489463,0.0824472,0.0737556,0.0830839,1,0,0
1.766000,0.6981317,0.0490292,0.0825211,0.0738130,0.0830839,1,0,0
1.767000,0.6981317,0.0491121,0.0825952,0.0738867,0.0830839,1,0,0
1.768000,0.6981317,0.0491952,0.0826686,0.0737417,0.0830839,1,0,0
1.769000,0.6981317,0.0492783,0.0827422,0.0737071,0.0830839,1,0,0
1.770000,0.6981317,0.0493615,0.0828160,0.0737366,0.0830839,1,0,0
1.771000,0.6981317,0.0494447,0.0828900,0.0737975,0.0830839,1,0,0
1.772000,0.6981317,0.0495281,0.0829640,0.0738759,0.0830839,1,0,0
1.773000,0.6981317,0.0496115,0.0830374,0.0737341,0.0830839,1,0,0
1.774000,0.6981317,0.0496950,0.0831110,0.0736996,0.0830839,1,0,0
1.775000,0.6981317,0.0497785,0.0831848,0.0737291,0.0830839,1,0,0
1.776000,0.6981317,0.0498621,0.0832588,0.0737922,0.0830839,1,0,0
1.777000,0.6981317,0.0499458,0.0833328,0.0738700,0.0830839,1,0,0
1.778000,0.6981317,0.0500296,0.0834062,0.0737277,0.0830839,1,0,0
1.779000,0.6981317,0.0501135,0.0834799,0.0736951,0.0830839,1,0,0
1.780000,0.6981317,0.0501974,0.0835536,0.0737260,0.0830839,1,0,0
1.781000,0.6981317,0.0502814,0.0836276,0.0737901,0.0830839,1,0,0
1.782000,0.6981317,0.0503654,0.0837016,0.0738684,0.0830839,1,0,0
1.783000,0.6981317,0.0504496,0.0837750,0.0737266,0.0830839,1,0,0
1.784000,0.6981317,0.0505338,0.0838487,0.0736944,0.0830839,1,0,0
1.785000,0.6981317,0.0506181,0.0839225,0.0737255,0.0830839,1,0,0
1.786000,0.6981317,0.0507025,0.0839964,0.0737897,0.0830839,1,0,0
1.787000,0.6981317,0.0507869,0.0840704,0.0738682,0.0830839,1,0,0
1.788000,0.6981317,0.0508714,0.0841438,0.0737264,0.0830839,1,0,0
1.789000,0.6981317,0.0509560,0.0842175,0.0736942,0.0830839,1,0,0
1.790000,0.6981317,0.0510407,0.0842913,0.0737254,0.0830839,1,0,0
1.791000,0.6981317,0.0511254,0.0843652,0.0737896,0.0830839,1,0,0
1.792000,0.6981317,0.0512102,0.0844392,0.0738681,0.0830839,1,0,0
1.793000,0.6981317,0.0512951,0.0845126,0.0737264,0.0830839,1,0,0
1.794000,0.6981317,0.0513800,0.0845863,0.0736942,0.0830839,1,0,0
1.795000,0.6981317,0.0514651,0.0846601,0.0737254,0.0830839,1,0,0
1.796000,0.6981317,0.0515502,0.0847340,0.0737896,0.0830839,1,0,0
1.797000,0.6981317,0.0516354,0.0848081,0.0738681,0.0830839,1,0,0
1.798000,0.6981317,0.0517206,0.0848814,0.0737264,0.0830839,1,0,0
1.799000,0.6981317,0.0518059,0.0849551,0.0736942,0.0830839,1,0,0
1.800000,0.6981317,0.0518913,0.0850289,0.0737254,0.0830839,1,0,0
1.801000,0.6981317,0.0519768,0.0851028,0.0737896,0.0830839,1,0,0
1.802000,0.6981317,0.0520623,0.0851769,0.0738681,0.0830839,1,0,0
1.803000,0.6981317,0.0521480,0.0852510,0.0739499,0.0830839,1,0,0
1.804000,0.6981317,0.0522337,0.0853245,0.0738060,0.0830839,1,0,0
1.805000,0.6981317,0.0523194,0.0853981,0.0737678,0.0830839,1,0,0
1.806000,0.6981317,0.0524053,0.0854720,0.0737903,0.0830839,1,0,0
1.807000,0.6981317,0.0524912,0.0855460,0.0738463,0.0830839,1,0,0
1.808000,0.6981317,0.0525772,0.0856200,0.0739167,0.0830839,1,0,0
1.809000,0.6981317,0.0526632,0.0856935,0.0737693,0.0830839,1,0,0
1.810000,0.6981317,0.0527494,0.0857671,0.0737310,0.0830839,1,0,0
1.811000,0.6981317,0.0528356,0.0858409,0.0737556,0.0830839,1,0,0
1.812000,0.6981317,0.0529219,0.0859149,0.0738130,0.0830839,1,0,0
1.813000,0.6981317,0.0530082,0.0859889,0.0738867,0.0830839,1,0,0
1.814000,0.6981317,0.0530946,0.0860623,0.0737417,0.0830839,1,0,0
1.815000,0.6981317,0.0531812,0.0861360,0.0737071,0.0830839,1,0,0
1.816000,0.6981317,0.0532677,0.0862098,0.0737366,0.0830839,1,0,0
1.817000,0.6981317,0.0533544,0.0862837,0.0737975,0.0830839,1,0,0
1.818000,0.6981317,0.0534411,0.0863578,0.0738759,0.0830839,1,0,0
1.819000,0.6981317,0.0535279,0.0864312,0.0737341,0.0830839,1,0,0
1.820000,0.6981317,0.0536148,0.0865048,0.0736996,0.0830839,1,0,0
1.821000,0.6981317,0.0537017,0.0865786,0.0737291,0.0830839,1,0,0
1.822000,0.6981317,0.0537888,0.0866525,0.0737922,0.0830839,1,0,0
1.823000,0.6981317,0.0538758,0.0867266,0.0738700,0.0830839,1,0,0
1.824000,0.6981317,0.0539630,0.0868000,0.0737277,0.0830839,1,0,0
1.825000,0.6981317,0.0540503,0.0868736,0.0736951,0.0830839,1,0,0
1.826000,0.6981317,0.0541376,0.0869474,0.0737260,0.0830839,1,0,0
1.827000,0.6981317,0.0542250,0.0870213,0.0737901,0.0830839,1,0,0
1.828000,0.6981317,0.0543124,0.0870954,0.0738684,0.0830839,1,0,0
1.829000,0.6981317,0.0544000,0.0871688,0.0737266,0.0830839,1,0,0
1.830000,0.6981317,0.0544876,0.0872424,0.0736944,0.0830839,1,0,0
1.831000,0.6981317,0.0545753,0.0873162,0.0737255,0.0830839,1,0,0
1.832000,0.6981317,0.0546630,0.0873901,0.0737897,0.0830839,1,0,0
1.833000,0.6981317,0.0547509,0.0874642,0.0738682,0.0830839,1,0,0
1.834000,0.6981317,0.0548388,0.0875376,0.0737264,0.0830839,1,0,0
1.835000,0.6981317,0.0549267,0.0876112,0.0736942,0.0830839,1,0,0
1.836000,0.6981317,0.0550148,0.0876850,0.0737254,0.0830839,1,0,0
1.837000,0.6981317,0.0551029,0.0877589,0.0737896,0.0830839,1,0,0
1.838000,0.6981317,0.0551911,0.0878330,0.0738681,0.0830839,1,0,0
1.839000,0.6981317,0.0552794,0.0879064,0.0737264,0.0830839,1,0,0
1.840000,0.6981317,0.0553677,0.0879800,0.0736942,0.0830839,1,0,0
1.841000,0.6981317,0.0554562,0.0880538,0.0737254,0.0830839,1,0,0
1.842000,0.6981317,0.0555447,0.0881277,0.0737896,0.0830839,1,0,0
1.843000,0.6981317,0.0556332,0.0882018,0.0738681,0.0830839,1,0,0
1.844000,0.6981317,0.0557219,0.0882752,0.0737264,0.0830839,1,0,0
1.845000,0.6981317,0.0558106,0.0883488,0.0736942,0.0830839,1,0,0
1.846000,0.6981317,0.0558994,0.0884226,0.0737254,0.0830839,1,0,0
1.847000,0.6981317,0.0559883,0.0884965,0.0737896,0.0830839,1,0,0
1.848000,0.6981317,0.0560772,0.0885706,0.0738681,0.0830839,1,0,0
1.849000,0.6981317,0.0561662,0.0886440,0.0737264,0.0830839,1,0,0
1.850000,0.6981317,0.0562553,0.0887176,0.0736942,0.0830839,1,0,0
1.851000,0.6981317,0.0563445,0.0887914,0.0737254,0.0830839,1,0,0
1.852000,0.6981317,0.0564337,0.0888653,0.0737896,0.0830839,1,0,0
1.853000,0.6981317,0.0565230,0.0889394,0.0738681,0.0830839,1,0,0
1.854000,0.6981317,0.0566124,0.0890135,0.0739499,0.0830839,1,0,0
1.855000,0.6981317,0.0567018,0.0890870,0.0738060,0.0830839,1,0,0
1.856000,0.6981317,0.0567914,0.0891607,0.0737678,0.0830839,1,0,0
1.857000,0.6981317,0.0568810,0.0892345,0.0737903,0.0830839,1,0,0
1.858000,0.6981317,0.0569707,0.0893085,0.0738463,0.0830839,1,0,0
1.859000,0.6981317,0.0570604,0.0893826,0.0739167,0.0830839,1,0,0
1.860000,0.6981317,0.0571502,0.0894560,0.0737693,0.0830839,1,0,0
1.861000,0.6981317,0.0572401,0.0895297,0.0737310,0.0830839,1,0,0
1.862000,0.6981317,0.0573301,0.0896035,0.0737556,0.0830839,1,0,0
1.863000,0.6981317,0.0574201,0.0896774,0.0738130,0.0830839,1,0,0
1.864000,0.6981317,0.0575103,0.0897515,0.0738867,0.0830839,1,0,0
1.865000,0.6981317,0.0576005,0.0898249,0.0737417,0.0830839,1,0,0
1.866000,0.6981317,0.0576907,0.0898985,0.0737071,0.0830839,1,0,0
1.867000,0.6981317,0.0577811,0.0899723,0.0737366,0.0830839,1,0,0
1.868000,0.6981317,0.0578715,0.0900462,0.0737975,0.0830839,1,0,0
1.869000,0.6981317,0.0579620,0.0901203,0.0738759,0.0830839,1,0,0
1.870000,0.6981317,0.0580525,0.0901937,0.0737341,0.0830839,1,0,0
1.871000,0.6981317,0.0581432,0.0902673,0.0736996,0.0830839,1,0,0
1.872000,0.6981317,0.0582339,0.0903411,0.0737291,0.0830839,1,0,0
1.873000,0.6981317,0.0583247,0.0904151,0.0737922,0.0830839,1,0,0
1.874000,0.6981317,0.0584155,0.0904891,0.0738700,0.0830839,1,0,0
1.875000,0.6981317,0.0585065,0.0905625,0.0737277,0.0830839,1,0,0
1.876000,0.6981317,0.0585975,0.0906361,0.0736951,0.0830839,1,0,0
1.877000,0.6981317,0.0586885,0.0907099,0.0737260,0.0830839,1,0,0
1.878000,0.6981317,0.0587797,0.0907839,0.0737901,0.0830839,1,0,0
1.879000,0.6981317,0.0588709,0.0908579,0.0738684,0.0830839,1,0,0
1.880000,0.6981317,0.0589622,0.0909313,0.0737266,0.0830839,1,0,0
1.881000,0.6981317,0.0590536,0.0910049,0.0736944,0.0830839,1,0,0
1.882000,0.6981317,0.0591450,0.0910787,0.0737255,0.0830839,1,0,0
1.883000,0.6981317,0.0592366,0.0911527,0.0737897,0.0830839,1,0,0
1.884000,0.6981317,0.0593282,0.0912267,0.0738682,0.0830839,1,0,0
1.885000,0.6981317,0.0594198,0.0913001,0.0737264,0.0830839,1,0,0
1.886000,0.6981317,0.0595116,0.0913737,0.0736942,0.0830839,1,0,0
1.887000,0.6981317,0.0596034,0.0914475,0.0737254,0.0830839,1,0,0
1.888000,0.6981317,0.0596953,0.0915215,0.0737896,0.0830839,1,0,0
1.889000,0.6981317,0.0597872,0.0915955,0.0738681,0.0830839,1,0,0
1.890000,0.6981317,0.0598793,0.0916689,0.0737264,0.0830839,1,0,0
1.891000,0.6981317,0.0599714,0.0917425,0.0736942,0.0830839,1,0,0
1.892000,0.6981317,0.0600636,0.0918163,0.0737254,0.0830839,1,0,0
1.893000,0.6981317,0.0601558,0.0918903,0.0737896,0.0830839,1,0,0
1.894000,0.6981317,0.0602482,0.0919643,0.0738681,0.0830839,1,0,0
1.895000,0.6981317,0.0603406,0.0920377,0.0737264,0.0830839,1,0,0
1.896000,0.6981317,0.0604330,0.0921113,0.0736942,0.0830839,1,0,0
1.897000,0.6981317,0.0605256,0.0921851,0.0737254,0.0830839,1,0,0
1.898000,0.6981317,0.0606182,0.0922591,0.0737896,0.0830839,1,0,0
1.899000,0.6981317,0.0607109,0.0923331,0.0738681,0.0830839,1,0,0
1.900000,0.6981317,0.0608037,0.0924065,0.0737264,0.0830839,1,0,0
1.901000,0.6981317,0.0608966,0.0924802,0.0736942,0.0830839,1,0,0
1.902000,0.6981317,0.0609895,0.0925540,0.0737254,0.0830839,1,0,0
1.903000,0.6981317,0.0610825,0.0926279,0.0737896,0.0830839,1,0,0
1.904000,0.6981317,0.0611756,0.0927019,0.0738681,0.0830839,1,0,0
1.905000,0.6981317,0.0612687,0.0927761,0.0739499,0.0830839,1,0,0
1.906000,0.6981317,0.0613619,0.0928496,0.0738060,0.0830839,1,0,0
1.907000,0.6981317,0.0614552,0.0929232,0.0737678,0.0830839,1,0,0
1.908000,0.6981317,0.0615486,0.0929971,0.0737903,0.0830839,1,0,0
1.909000,0.6981317,0.0616420,0.0930711,0.0738463,0.0830839,1,0,0
1.910000,0.6981317,0.0617355,0.0931451,0.0739167,0.0830839,1,0,0
1.911000,0.6981317,0.0618291,0.0932186,0.0737693,0.0830839,1,0,0
1.912000,0.6981317,0.0619228,0.0932922,0.0737310,0.0830839,1,0,0
1.913000,0.6981317,0.0620165,0.0933660,0.0737556,0.0830839,1,0,0
1.914000,0.6981317,0.0621103,0.0934400,0.0738130,0.0830839,1,0,0
1.915000,0.6981317,0.0622042,0.0935140,0.0738867,0.0830839,1,0,0
1.916000,0.6981317,0.0622982,0.0935874,0.0737417,0.0830839,1,0,0
1.917000,0.6981317,0.0623922,0.0936610,0.0737071,0.0830839,1,0,0
1.918000,0.6981317,0.0624863,0.0937349,0.0737366,0.0830839,1,0,0
1.919000,0.6981317,0.0625805,0.0938088,0.0737975,0.0830839,1,0,0
1.920000,0.6981317,0.0626747,0.0938821,0.0736524,0.0830839,1,0,0
1.921000,0.6981317,0.0627690,0.0939557,0.0736223,0.0830839,1,0,0
1.922000,0.6981317,0.0628634,0.0940294,0.0736571,0.0830839,1,0,0
1.923000,0.6981317,0.0629579,0.0941033,0.0737284,0.0830839,1,0,0
1.924000,0.6981317,0.0630525,0.0941773,0.0738141,0.0830839,1,0,0
1.925000,0.6981317,0.0631471,0.0942514,0.0739032,0.0830839,1,0,0
1.926000,0.6981317,0.0632418,0.0943256,0.0739901,0.0830839,1,0,0
1.927000,0.6981317,0.0633366,0.0943999,0.0740688,0.0830839,1,0,0
1.928000,0.6981317,0.0634314,0.0944742,0.0741396,0.0830839,1,0,0
1.929000,0.6981317,0.0635263,0.0945470,0.0737555,0.0830839,1,0,0
1.930000,0.6981317,0.0636213,0.0946202,0.0735849,0.0830839,1,0,0
1.931000,0.6981317,0.0637164,0.0946937,0.0735438,0.0830839,1,0,0
1.932000,0.6981317,0.0638115,0.0947673,0.0735798,0.0830839,1,0,0
1.933000,0.6981317,0.0639067,0.0948412,0.0736542,0.0830839,1,0,0
1.934000,0.6981317,0.0640020,0.0949151,0.0737465,0.0830839,1,0,0
1.935000,0.6981317,0.0640973,0.0949892,0.0738447,0.0830839,1,0,0
1.936000,0.6981317,0.0641928,0.0950634,0.0739402,0.0830839,1,0,0
1.937000,0.6981317,0.0642883,0.0951376,0.0740272,0.0830839,1,0,0
1.938000,0.6981317,0.0643839,0.0952119,0.0741037,0.0830839,1,0,0
1.939000,0.6981317,0.0644795,0.0952847,0.0737237,0.0830839,1,0,0
1.940000,0.6981317,0.0645752,0.0953579,0.0735582,0.0830839,1,0,0
1.941000,0.6981317,0.0646710,0.0954313,0.0735229,0.0830839,1,0,0
1.942000,0.6981317,0.0647669,0.0955050,0.0735607,0.0830839,1,0,0
1.943000,0.6981317,0.0648629,0.0955788,0.0736386,0.0830839,1,0,0
1.944000,0.6981317,0.0649589,0.0956527,0.0737356,0.0830839,1,0,0
1.945000,0.6981317,0.0650550,0.0957268,0.0738348,0.0830839,1,0,0
1.946000,0.6981317,0.0651512,0.0958010,0.0739310,0.0830839,1,0,0
1.947000,0.6981317,0.0652474,0.0958752,0.0740208,0.0830839,1,0,0
1.948000,0.6981317,0.0653437,0.0959495,0.0740992,0.0830839,1,0,0
1.949000,0.6981317,0.0654401,0.0960223,0.0737205,0.0830839,1,0,0
1.950000,0.6981317,0.0655366,0.0960955,0.0735560,0.0830839,1,0,0
1.951000,0.6981317,0.0656331,0.0961689,0.0735213,0.0830839,1,0,0
1.952000,0.6981317,0.0657297,0.0962426,0.0735596,0.0830839,1,0,0
1.953000,0.6981317,0.0658264,0.0963164,0.0736378,0.0830839,1,0,0
1.954000,0.6981317,0.0659232,0.0963904,0.0737351,0.0830839,1,0,0
1.955000,0.6981317,0.0660200,0.0964644,0.0738344,0.0830839,1,0,0
1.956000,0.6981317,0.0661169,0.0965386,0.0739308,0.0830839,1,0,0
1.957000,0.6981317,0.0662139,0.0966128,0.0740183,0.0830839,1,0,0
1.958000,0.6981317,0.0663109,0.0966871,0.0740975,0.0830839,1,0,0
1.959000,0.6981317,0.0664081,0.0967599,0.0737193,0.0830839,1,0,0
1.960000,0.6981317,0.0665053,0.0968331,0.0735552,0.0830839,1,0,0
1.961000,0.6981317,0.0666025,0.0969065,0.0735207,0.0830839,1,0,0
1.962000,0.6981317,0.0666999,0.0969802,0.0735592,0.0830839,1,0,0
1.963000,0.6981317,0.0667973,0.0970540,0.0736376,0.0830839,1,0,0
1.964000,0.6981317,0.0668948,0.0971280,0.0737349,0.0830839,1,0,0
1.965000,0.6981317,0.0669924,0.0972020,0.0738343,0.0830839,1,0,0
1.966000,0.6981317,0.0670900,0.0972762,0.0739307,0.0830839,1,0,0
1.967000,0.6981317,0.0671878,0.0973504,0.0740183,0.0830839,1,0,0
1.968000,0.6981317,0.0672855,0.0974247,0.0740975,0.0830839,1,0,0
1.969000,0.6981317,0.0673834,0.0974975,0.0737193,0.0830839,1,0,0
1.970000,0.6981317,0.0674813,0.0975707,0.0735552,0.0830839,1,0,0
1.971000,0.6981317,0.0675794,0.0976441,0.0735207,0.0830839,1,0,0
1.972000,0.6981317,0.0676774,0.0977178,0.0735592,0.0830839,1,0,0
1.973000,0.6981317,0.0677756,0.0977916,0.0736375,0.0830839,1,0,0
1.974000,0.6981317,0.0678738,0.0978656,0.0737348,0.0830839,1,0,0
1.975000,0.6981317,0.0679722,0.0979396,0.0738343,0.0830839,1,0,0
1.976000,0.6981317,0.0680705,0.0980138,0.0739307,0.0830839,1,0,0
1.977000,0.6981317,0.0681690,0.0980880,0.0740183,0.0830839,1,0,0
1.978000,0.6981317,0.0682675,0.0981623,0.0740975,0.0830839,1,0,0
1.979000,0.6981317,0.0683661,0.0982351,0.0737193,0.0830839,1,0,0
1.980000,0.6981317,0.0684648,0.0983083,0.0735551,0.0830839,1,0,0
1.981000,0.6981317,0.0685636,0.0983818,0.0735207,0.0830839,1,0,0
1.982000,0.6981317,0.0686624,0.0984554,0.0735592,0.0830839,1,0,0
1.983000,0.6981317,0.0687613,0.0985292,0.0736375,0.0830839,1,0,0
1.984000,0.6981317,0.0688602,0.0986032,0.0737348,0.0830839,1,0,0
1.985000,0.6981317,0.0689593,0.0986758,0.0733872,0.0830839,1,0,0
1.986000,0.6981317,0.0690584,0.0987487,0.0732601,0.0830839,1,0,0
1.987000,0.6981317,0.0691576,0.0988220,0.0732628,0.0830839,1,0,0
1.988000,0.6981317,0.0692568,0.0988955,0.0733406,0.0830839,1,0,0
1.989000,0.6981317,0.0693562,0.0989692,0.0734533,0.0830839,1,0,0
1.990000,0.6981317,0.0694556,0.0990416,0.0731320,0.0830839,1,0,0
1.991000,0.6981317,0.0695551,0.0991144,0.0730345,0.0830839,1,0,0
1.992000,0.6981317,0.0696546,0.0991876,0.0730691,0.0830839,1,0,0
1.993000,0.6981317,0.0697542,0.0992595,0.0727267,0.0830839,1,0,0
1.994000,0.6981317,0.0698539,0.0993319,0.0726413,0.0830839,1,0,0
1.995000,0.6981317,0.0699537,0.0994048,0.0727067,0.0830839,1,0,0
