t_s,target_rad,theta,omega,accel,jerk,isExec,cruiseN,skipAccel
0.000000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.001000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.002000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.003000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.004000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.005000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.006000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.007000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.008000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.009000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.010000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.011000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.012000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.013000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.014000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.015000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.016000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.017000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.018000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.019000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.020000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.021000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.022000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.023000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.024000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
0.025000,0.0000000,0.0000000,0.0000000,0.0000000,-nan,0,0,0
